,Log,Conta,Data,Pag.,Link,ID,Tipo,Nome,Registro,Município,Distância,DAEE Nº,Data_Protocolo,Finalidade,Tipo_serviço,Local,Latitude,Longitude,Volume,[Volume],Vazão,[Vazão]¹,[Vazão]²,Prazo,[Prazo],Nº_Requerimento,Diretoria,Nº_Extrato,Status,Data de abertura,Nome empresarial,Título do estabelecimento,Porte,Código 1,Código 2,Código 3,Logradouro,Número,CEP,Bairro/Distrito,Município.1,UF,E-mail,Telefone,Ente,Situação cadastral,Data situação,Motivo situação,Situação especial,Data situação especial,Índice do Cliente com este CNPJ,vendedor:CNPJ,Índice do Cliente com este Nome,vendedor:RS,Disparo,Status.1,Contagem,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77
805,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_13,DDO,MECÂNICA IMPLEMAQ LTDA,43.204.213/0001-48,ÁLVARES MACHADO,571.0,DAEE 9404518,-,-,Captação Subterrânea,Aquífero Bauru,"22°4'23.570""","51°29'54.930""",8.4,m³,-,-,-,,indeterminado,20190014105-NU6,Diretoria de Bacia do Peixe Paranapanema,355,Processado!,1966-08-22 00:00:00,MECANICA IMPLEMAQ LTDA,********,DEMAIS,29.44-1-00 - Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores ,"46.61-3-00 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças ",206-2 - Sociedade Empresária Limitada,EST MUNICIPAL ABILIO NOTARIO,S/N,19.160-000,BREJAO,ALVARES MACHADO,SP,RH@PECASMIL.COM.BR,(18) 3273-9200 / (18) 3273-9203,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
806,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_14,DDO,JOSÉ ANDRÉ M. MURAD,040.221.228-20,ITAPETININGA,160.0,DAEE 9412271,-,-,Captação Subterrânea,Aquífero Tubarão,"23°45'13.140""","48°0'43.140""",12,m³,-,-,-,,indeterminado,20190001676-N3P,Diretoria de Bacia do Peixe Paranapanema,356,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
807,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_15,DDO,JOSÉ ROBERTO BORGES,042.520.828-11,CAMPOS NOVOS PAULISTA,400.0,DAEE 9408390,-,-,Reservatório de Acumulação,Córrego do Palmitalzinho,"22°41'28.314""","49°58'22.828""",-,-,-,-,-,,indeterminado,20190012243-3I6,Diretoria de Bacia do Peixe Paranapanema,357,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
808,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_16,DDO,SANDRO ANTUNES HENRIQUE,24.979.226/0001-44,RIBEIRÃO GRANDE,230.0,DAEE 9412777,-,-,Captação Superficial,mina d´água,"24°5'57.000""","48°21'55.000""",4.96,m³,0.62,m³,/h,,indeterminado,20190013516-U8Q,Diretoria de Bacia do Peixe Paranapanema,359,Processado!,2016-06-09 00:00:00,SANDRO ANTUNES HENRIQUE,********,DEMAIS,01.11-3-02 - Cultivo de milho ,01.19-9-05 - Cultivo de feijão ,412-0 - Produtor Rural (Pessoa Física),SIT COLINA DOS MIMINHOS,SN,18.315-000,CANA DO REINO,RIBEIRAO GRANDE,SP, ,(15) 9703-8159,*****,ATIVA,2016-06-09 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
809,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_17,DDO,GILBERTO EMPREENDIMENTOS IMOBILIÁRIOS LTDA,49.542.350/0001-79,AVARÉ,272.0,DAEE 9412773,-,-,Captação Subterrânea,Aquífero Serra Geral,"23°13'13.000""","48°58'14.000""",11.92,m³,-,-,-,,indeterminado,20190005583-O5M,Diretoria de Bacia do Peixe Paranapanema,360,Processado!,1978-01-04 00:00:00,GILBERTO EMPREENDIMENTOS IMOBILIARIOS LTDA,********,DEMAIS,41.10-7-00 - Incorporação de empreendimentos imobiliários ,Não informada ,206-2 - Sociedade Empresária Limitada,AV PREFEITO PAULO NOVAES,550,18.705-000,CENTRO,AVARE,SP,reggioservicos@uol.com.br,(14) 3732-2993,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
810,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_18,DDO,RODOVIAS INTEGRADAS DO OESTE S.A,03.497.792/0001-40,TAQUARIVAÍ,255.0,DAEE 9404705,-,-,Captação Subterrânea,Aquífero Tubarão,"23°56'19.681""","48°34'29.417""",9,m³,-,-,-,,indeterminado,20190013397-13A,Diretoria de Bacia do Peixe Paranapanema,361,Processado!,1999-11-08 00:00:00,RODOVIAS INTEGRADAS DO OESTE S/A,********,DEMAIS,"52.21-4-00 - Concessionárias de rodovias, pontes, túneis e serviços relacionados ",Não informada ,205-4 - Sociedade Anônima Fechada,ROD ANTONIO ROMANO SCHINCARIOL,S/N,18.279-588,JARDIM TOKIO,TATUI,SP,REGULARIDADEFISCAL.ACTUA@GRUPOCCR.COM.BR,(15) 3259-8000,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
811,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_19,DDO,LUIS ANTÔNIO LEITE INOCÊNCIO,122.952.558-05,ITAPETININGA,160.0,DAEE 9412760,-,-,Reservatório de Acumulação,Córrego do Cipó,"23°45'6.540""","48°10'20.275""",-,-,-,-,-,,indeterminado,20190011464-JQZ,Diretoria de Bacia do Peixe Paranapanema,362,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
812,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_2,DDO,PREFEITURA MUNICIPAL DE LORENA,47.563.739/0001-75,LORENA,250.0,DAEE 9606716,-,-,Proteção de Leito/Margem,Ribeirão Tabuão ou Lorena,"22°43’58,60”","45º7’34,7”",-,-,-,-,-,-,-,-,BPB,315,Processado!,1976-05-26 00:00:00,MUNICIPIO DE LORENA,PREF MUNICIPAL GABINETE DO PREFEITO,DEMAIS,84.11-6-00 - Administração pública em geral ,Não informada ,124-4 - Município,AV CAPITAO MESSIAS RIBEIRO,625,12.607-020,OLARIA,LORENA,SP, ,,MUNICÍPIO DE LORENA,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
813,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_20,DDO,BRACELL SP CELULOSE LTDA,53.943.098/0001-87,MARÍLIA,380.0,DAEE 9412589,-,-,Reservatório de Acumulação,Afluente do Ribeirão Pádua Sales,"21°59'44.710""","49°52'10.460""",-,-,-,-,-,,indeterminado,20190007884-VUE,Diretoria de Bacia do Peixe Paranapanema,363,Processado!,1984-11-12 00:00:00,BRACELL SP CELULOSE LTDA,********,DEMAIS,17.10-9-00 - Fabricação de celulose e outras pastas para a fabricação de papel ,35.11-5-01 - Geração de energia elétrica ,206-2 - Sociedade Empresária Limitada,ROD JULIANO LORENZETTI,S/N,18.685-900,DISTRITO EMPRESARIAL LUIZ TRECENTI,LENCOIS PAULISTA,SP,WILLIAM_TROELSEN@BAHIASPECCELL.COM,(71) 9964-0407,*****,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
814,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_21,DDO,ANA MARIA LUIZARI DE ALMEIDA,302.669.708-77,PRESIDENTE EPITÁCIO,630.0,DAEE 9412736,-,-,Captação Subterrânea,Aquífero Bauru,"22°0'14.950""","52°17'58.830""",9,m³,-,-,-,,indeterminado,20190012702-58Y,Diretoria de Bacia do Peixe Paranapanema,364,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
815,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_22,DDO,HOMERO NOBUO OGIHARA,969.228.348-87,PRESIDENTE VENCESLAU,600.0,DAEE 9412767,-,-,Captação Subterrânea,Aquífero Bauru,"21°44'43.610""","51°48'58.970""",15,m³,-,-,-,,indeterminado,20190013295-283,Diretoria de Bacia do Peixe Paranapanema,365,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
816,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_3,DDO,PAULO ALBERTO GUERREIRO PEREIRA,095.711.608-06,MIRANDÓPOLIS,535.0,DAEE 9412674,-,-,Reservatório de Acumulação,Afluente do Córrego Monte Serrat,"21°8'28.864""","51°9'40.187""",-,-,-,-,-,,indeterminado,20190012891-MHG,Diretoria de Bacia do Peixe Paranapanema,341,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
817,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_4,DDO,RUBENS FURLA JUNIOR,28.061.214/0001-97,AGUDOS,241.0,DAEE 9412509,-,-,Reservatório de Acumulação,Afluente da Água da Onça,"22°44'28.400""","49°14'27.650""",-,-,-,-,-,,indeterminado,20180013787-7NQ,Diretoria de Bacia do Peixe Paranapanema,347,Processado!,2017-06-28 00:00:00,RUBENS FURLAN JUNIOR,********,DEMAIS,01.51-2-02 - Criação de bovinos para leite ,01.51-2-01 - Criação de bovinos para corte ,412-0 - Produtor Rural (Pessoa Física),FAZ NOVA COQUEIROS,SN,17.120-001,DOMELIA,AGUDOS,SP,FURLAN.JR0123@GMAIL.COM,(11) 4193-4786,*****,ATIVA,2017-06-28 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
818,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_5,DDO,EDUARDO REFINETTI GUARDIA,088.666.638-40,LINS,370.0,DAEE 9412822,-,-,Reservatório de Acumulação,Afluente sem denominação do Rio Feio,"21°47'28.830""","49°46'14.150""",-,-,-,-,-,,indeterminado,20190014299-UEA,Diretoria de Bacia do Peixe Paranapanema,348,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
819,2019-11-07 18:22:31,0,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_5,DDO,EDUARDO REFINETTI GUARDIA,088.666.638-40,LINS,370.0,DAEE 9412822,-,-,Reservatório de Acumulação,Afluente sem denominação do Rio Feio,"21°47'27.210""","49°46'2.470""",-,-,-,-,-,,indeterminado,20190014299-AU4,Diretoria de Bacia do Peixe Paranapanema,348,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
820,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_6,DDO,JOÃO CARLOS SAAD,171.363.978-55,TAPIRAÍ,150.0,DAEE 9410843,-,-,Reservatório de Acumulação,Afluente Córrego dos Novais,"23°52'55.380""","47°35'55.980""",-,-,-,-,-,,indeterminado,20190014604-NEZ,Diretoria de Bacia do Peixe Paranapanema,349,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
821,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_7,DDO,JOSÉ ROBERTO BORGES,042.520.828-11,CAMPOS NOVOS PAULISTA,400.0,DAEE 9412825,-,-,Reservatório de Acumulação,Córrego Água da Cachoeirinha,"22°39'18.011""","49°59'13.010""",-,-,-,-,-,,indeterminado,20190014585-HID,Diretoria de Bacia do Peixe Paranapanema,350,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
822,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_8,DDO,MAURICIO MINORU DURANTE ENDO,368.212.298-21,MIRANTE DO PARANAPANEMA,600.0,DAEE 9412751,-,-,Captação Subterrânea,Aquífero Bauru,"22°19'11.840""","52°10'1.740""",8.97,m³,-,-,-,,indeterminado,20190013071-EWN,Diretoria de Bacia do Peixe Paranapanema,351,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
823,2019-11-07 18:22:31,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DDO_9,DDO,HENRIQUE LOPES DA ANGELA,18.853.913/0001-16,IACRI,303.0,DAEE 9412798,-,-,Captação Subterrânea,Aquífero Bauru,"21°51'0.507""","50°42'22.660""",14.5,m³,-,-,-,,indeterminado,20190013317-6WY,Diretoria de Bacia do Peixe Paranapanema,344,Processado!,2013-09-10 00:00:00,HENRIQUE LOPES DA ANGELA,********,DEMAIS,01.34-2-00 - Cultivo de café ,01.55-5-05 - Produção de ovos ,412-0 - Produtor Rural (Pessoa Física),SIT SANTA MARINA,SN,17.680-000,ITAUNA,IACRI,SP,ESCRITORIO.MINERVA@HOTMAIL.COM,(18) 9622-9057 / (14) 3489-1235,*****,ATIVA,2013-09-10 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
824,2019-11-07 18:22:31,1,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_1,DVI,DEPARTAMENTODE ÁGUA E ESGOTO,46.139.952/0001-91,BAURU,316.0,DAEE 5678/2019,,-,Barramento,Rio Batalha,22°16’00.00”,49°15’40.00”,-,-,-,-,-,-,-,-,BBT,131,Processado!,1975-05-07 00:00:00,DEPARTAMENTO DE AGUA E ESGOTO,DAE,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",37.01-1-00 - Gestão de redes de esgoto ,112-0 - Autarquia Municipal,R PADRE JOAO,11-25,17.012-020,VILA SANTA TEREZA,BAURU,SP, ,,MUNICÍPIO DE BAURU,ATIVA,2002-01-19 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
825,2019-11-07 18:22:31,0,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_1,DVI,DEPARTAMENTODE ÁGUA E ESGOTO,46.139.952/0001-91,BAURU,316.0,DAEE 5678/2019,,-,Captação Superficial,Rio Batalha,22°16’00.00”,49°15’40.00”,-,-,1260,m3,/h,-,-,-,BBT,131,Processado!,1975-05-07 00:00:00,DEPARTAMENTO DE AGUA E ESGOTO,DAE,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",37.01-1-00 - Gestão de redes de esgoto ,112-0 - Autarquia Municipal,R PADRE JOAO,11-25,17.012-020,VILA SANTA TEREZA,BAURU,SP, ,,MUNICÍPIO DE BAURU,ATIVA,2002-01-19 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
826,2019-11-07 18:22:31,0,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_1,DVI,DEPARTAMENTODE ÁGUA E ESGOTO,46.139.952/0001-91,BAURU,316.0,DAEE 5678/2019,,-,Lançamento,Rio Bauru,22°17’57.61”,49°00’56.08”,-,-,4680,m3,/h,-,-,-,BBT,131,Processado!,1975-05-07 00:00:00,DEPARTAMENTO DE AGUA E ESGOTO,DAE,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",37.01-1-00 - Gestão de redes de esgoto ,112-0 - Autarquia Municipal,R PADRE JOAO,11-25,17.012-020,VILA SANTA TEREZA,BAURU,SP, ,,MUNICÍPIO DE BAURU,ATIVA,2002-01-19 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
827,2019-11-07 18:22:31,1,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_2,DVI,VIA PAULISTA S.A,28.019.100/0001-89,,,"DAEE 10563,",,-,Travessia Aérea,Afluente do Ribeirão do Ouro,"21o46´53,66’","48o06´43,81’",-,-,-,-,-,-,-,-,BBT,132,Processado!,2017-06-22 00:00:00,VIAPAULISTA S.A.,********,DEMAIS,"52.21-4-00 - Concessionárias de rodovias, pontes, túneis e serviços relacionados ",Não informada ,205-4 - Sociedade Anônima Fechada,V ANHANGUERA,S/N,14.079-000,JARDIM JOQUEI CLUBE,RIBEIRAO PRETO,SP,JOSE.BALESTRO@ARTERIS.COM.BR,(11) 2302-1488,*****,ATIVA,2017-06-22 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
828,2019-11-07 18:22:31,1,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_3,DVI,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO  SABESP,43.776.517/0442-09,,,DAEE 5546/2019,,-,Poço Local P33,Aquífero Formação Caçapava,"23º10’23,811”","45º49’26,086”",-,-,47.5,m3,/h,-,-,-,BPP,313,Processado!,1977-12-15 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV ADEMAR DE BARROS,550,12.245-011,CENTRO,SAO JOSE DOS CAMPOS,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
829,2019-11-07 18:22:31,0,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_3,DVI,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO  SABESP,43.776.517/0442-09,,,DAEE 5546/2019,,-,Poço Local P130,Aquífero Formação Caçapava,"23º15’22,753”","45º50’6,631”",-,-,50,m3,/h,-,-,-,BPP,313,Processado!,1977-12-15 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV ADEMAR DE BARROS,550,12.245-011,CENTRO,SAO JOSE DOS CAMPOS,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
830,2019-11-07 18:22:32,0,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_3,DVI,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO  SABESP,43.776.517/0442-09,,,DAEE 5546/2019,,-,Poço Local P141,Aquífero Formação Caçapava,"23º12’0,269”","45º47’42,550”",-,-,40,m3,/h,-,-,-,BPP,313,Processado!,1977-12-15 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV ADEMAR DE BARROS,550,12.245-011,CENTRO,SAO JOSE DOS CAMPOS,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
831,2019-11-07 18:22:32,0,2019-08-27 00:00:00,66,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0066.pdf,20190827_DVI_3,DVI,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO  SABESP,43.776.517/0442-09,,,DAEE 5546/2019,,-,Poço Local P156,Aquífero Formação Caçapava,"23º10’35,179”","45º47’21,648”",-,-,80,m3,/h,-,-,-,BPP,313,Processado!,1977-12-15 00:00:00,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,********,DEMAIS,"36.00-6-01 - Captação, tratamento e distribuição de água ",Não informada ,203-8 - Sociedade de Economia Mista,AV ADEMAR DE BARROS,550,12.245-011,CENTRO,SAO JOSE DOS CAMPOS,SP, ,,SP,ATIVA,2005-11-03 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
832,2019-11-07 18:22:32,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DVI_4,DVI,SEBASTIÃO SANTANA DOS SANTOS,039.292.228-25,SERTÃOZINHO,250.0,DAEE 5.258/2019,2019-07-25 00:00:00,passagem localizada no Prolongamento da Rua Olívio Curto – Salomão Zatiti,Travessia Aérea,Afluente do Ribeirão do Sul ou do Sertãozinho (nome local: Córrego Eugênio Mazzer),"21°07’32,58”","47°59’38,99”",-,-,-,-,-,-,-,-,BPG,124,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
833,2019-11-07 18:22:32,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_DVI_5,DVI,LBX CONSTRUÇÃO CIVIL LTDA,12.009.120/0001-39,OURINHOS,360.0,DAEE 5381/2019,2019-07-31 00:00:00,-,Lançamento Superficial,Afluente do Córrego água do Jacú,"23°00’0,03”","49°52’29,93”",-,-,11.234,m3,/h,-,-,-,BPP,43,Processado!,2010-05-06 00:00:00,LBX CONSTRUCAO CIVIL LTDA,********,DEMAIS,41.20-4-00 - Construção de edifícios ,41.10-7-00 - Incorporação de empreendimentos imobiliários ,206-2 - Sociedade Empresária Limitada,AV ARQUITETO NILDO RIBEIRO DA ROCHA,580,87.053-330,JARDIM IPANEMA,MARINGA,PR,secretaria4@escgomes.com.br,(44) 3220-3300,*****,ATIVA,2010-05-06 00:00:00, ,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
834,2019-11-07 18:22:32,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_IND_1,IND,PAULO ALBERTO GUERREIRO PEREIRA,095.711.608-06,MIRANDÓPOLIS,535.0,DAEE 9412674,-,-,Captação Superficial,Afluente do Córrego Monte Serrat,"21°8'28.864""","51°9'40.187""",693,m³,63,m³,/h,,indeterminado,20190011330-6T8,Diretoria de Bacia do Peixe Para,62,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
835,2019-11-07 18:22:32,1,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_IND_2,IND,EDUARDO REFINETTI GUARDIA,088.666.638-40,CAFELÂNDIA,355.0,DAEE 9412619,-,-,Captação Superficial,Afluente rio feio,"21°48'3.468""","49°46'4.500""",12,m³,0.5,m³,/h,,indeterminado,20190014319-CLD,Diretoria de Bacia do Peixe Para,63,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
836,2019-11-07 18:22:32,0,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_IND_2,IND,EDUARDO REFINETTI GUARDIA,088.666.638-40,CAFELÂNDIA,355.0,DAEE 9412619,-,-,Captação Superficial,Afluente rio feio,"21°47'43.254""","49°45'36.974""",5.04,m³,0.21,m³,/h,,indeterminado,20190014319-BLK,Diretoria de Bacia do Peixe Para,63,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
837,2019-11-07 18:22:32,0,2019-08-27 00:00:00,67,http://diariooficial.imprensaoficial.com.br/doflash/prototipo/2019/Agosto/27/exec1/pdf/pg_0067.pdf,20190827_IND_2,IND,EDUARDO REFINETTI GUARDIA,088.666.638-40,CAFELÂNDIA,355.0,DAEE 9412619,-,-,Captação Superficial,Afluente rio feio,"21°48'26.778""","49°46'9.125""",5.04,m³,0.21,m³,/h,,indeterminado,20190014319-2BC,Diretoria de Bacia do Peixe Para,63,CPF,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,1,,,,,,,,,,,,,,,,,,,,,
